id,name,general_daily_increase,weekend_and_holidays_daily_increase,work_days_daily_increase
33ff9617bb0d404c64168aa7c3dee391,116 - Praça Dr. Francisco Patti,10.717647058823529,5.444444444444445,13.172413793103448
3634427f0d34308a6f668b4b25809461,123 - Rua Egito,17.95294117647059,14.222222222222221,19.689655172413794
36968bf81acf4538806aaac18619d2a9,120 - Rua Gomes de Carvalho,20.705882352941178,11.11111111111111,25.17241379310345
394eafa2e526fa3192e191e3d0c57c70,101 -  Praça Gen. Gentil Falcão,21.04705882352941,13.333333333333334,24.637931034482758
3992c0ba37ef226cfc767b1b38783492,14 - Casa Brasileira,46.10588235294118,25.74074074074074,55.58620689655172
3ea16b6bbe57ca47b7ca92403940b3c5,50 - Rua Professor Carlos de Carvalho,23.88235294117647,15.962962962962964,27.56896551724138
3fbf5c644236a6ed5162e9977843a8cf,241 - CPTM Cidade Universitária,16.305882352941175,13.296296296296296,17.70689655172414
47427f9510e45a259ea837886d1a2da5,119 - Rua Quatá,16.658823529411766,9.296296296296296,20.086206896551722
477dfa927eb3a63d0caaa02865711d3b,11 - Praça Faria Lima,15.447058823529412,9.518518518518519,18.20689655172414
480de14d2dd32e279f626429595d0043,25 - Rua Helena,49.023529411764706,16.74074074074074,64.05172413793103
491dcc8238d1ad15c888105c279ce8c0,222 - Rua Horácio Lane,9.841269841269842,8.2,10.604651162790697
5221ba46d62620a6a924e24a4ebcfeaa,Estação Vila Olímpia,3.4941176470588236,2.5925925925925926,3.913793103448276
54ac2868522c45fe557701a7479a9352,47 - Suzano,11.941176470588236,7.62962962962963,13.948275862068966
55600b94d1c1775e085d9bea33f76a70,234 - Praça Roquete Pinto,21.152941176470588,12.666666666666666,25.103448275862068
5952855ed553992e8f55e205dd8a150c,28 - Rua Comendador Miguel Calfat,27.28235294117647,21.037037037037038,30.189655172413794
5ad1ce3fb9bacee063f777c040b68016,69 - Oscar Freire,13.635294117647058,16.40740740740741,12.344827586206897
5b858760b88b04bcb0d87cef00d373fd,67 - Maestro Chiafarelli,5.705882352941177,6.037037037037037,5.551724137931035
5cc998f4dfae4dbdba43fc687ae613c0,29 - Rua João Franco,13.188235294117646,7.407407407407407,15.879310344827585
6493c9b991c763bcdfd6e81710802b6a,Estação Delfina,0.3058823529411765,0.5925925925925926,0.1724137931034483
6640a44f3f8907b1a1dce4b95ea315f8,16 - Esporte Clube Pinheiros Boliche,17.51764705882353,7.407407407407407,22.224137931034484
66ac962b8bd2726fdedcbdbb1f052eff,64 - Maestro Elias Lobo,2.8941176470588235,2.6296296296296298,3.0172413793103448
6785c43c06074593045610cf64ae08ad,107 - Rua Indiana,13.023529411764706,13.518518518518519,12.793103448275861
67e2474c12c4e76e640724b6b2df9f47,12 - Largo de Batata II,34.50588235294118,20.40740740740741,41.06896551724138
